"datahora","objeto","valor"
"20260301171500","MOSFTE10",4.23
"20260301171600","MOSFTE10",4.23
"20260301171700","MOSFTE10",4.57
"20260301171800","MOSFTE10",4.12
"20260301171900","MOSFTE10",4.85
"20260301172000","MOSFTE10",4.20
"20260301172100","MOSFTE10",4.13
"20260301172200","MOSFTE10",4.29
"20260301172300","MOSFTE10",4.35
"20260301172400","MOSFTE10",4.33
"20260301172500","MOSFTE10",4.32
"20260301172600","MOSFTE10",4.80
"20260301172700","MOSFTE10",4.30
"20260301172800","MOSFTE10",4.13
"20260301172900","MOSFTE10",4.38
"20260301173000","MOSFTE10",4.14
"20260301173100","MOSFTE10",3.71
"20260301173200","MOSFTE10",3.87
"20260301173300","MOSFTE10",4.25
"20260301173400","MOSFTE10",3.73
"20260301173500","MOSFTE10",3.79
"20260301173600","MOSFTE10",4.00
"20260301173700","MOSFTE10",3.75
"20260301173800","MOSFTE10",3.84
"20260301173900","MOSFTE10",4.03
"20260301174000","MOSFTE10",3.75
"20260301174100","MOSFTE10",3.74
"20260301174200","MOSFTE10",3.93
"20260301174300","MOSFTE10",3.38
"20260301174400","MOSFTE10",3.51
"20260301174500","MOSFTE10",3.25
"20260301174600","MOSFTE10",3.63
"20260301174700","MOSFTE10",3.37
"20260301174800","MOSFTE10",3.78
"20260301174900","MOSFTE10",3.49
"20260301175000","MOSFTE10",3.95
"20260301175100","MOSFTE10",3.41
"20260301175200","MOSFTE10",3.43
"20260301175300","MOSFTE10",3.58
"20260301175400","MOSFTE10",3.62
"20260301175500","MOSFTE10",3.40
"20260301175600","MOSFTE10",3.13
"20260301175700","MOSFTE10",3.31
"20260301175800","MOSFTE10",3.20
"20260301175900","MOSFTE10",3.86
"20260301180000","MOSFTE10",3.02
"20260301180100","MOSFTE10",3.29
"20260301180200","MOSFTE10",3.02
"20260301180300","MOSFTE10",3.64
"20260301180400","MOSFTE10",3.10
"20260301180500","MOSFTE10",3.33
"20260301180600","MOSFTE10",2.92
"20260301180700","MOSFTE10",3.11
"20260301180800","MOSFTE10",2.99
"20260301180900","MOSFTE10",2.78
"20260301181000","MOSFTE10",2.70
"20260301181100","MOSFTE10",3.15
"20260301181200","MOSFTE10",2.97
"20260301181300","MOSFTE10",2.55
"20260301181400","MOSFTE10",2.92
"20260301181500","MOSFTE10",2.89
"20260301181600","MOSFTE10",2.75
"20260301181700","MOSFTE10",2.89
"20260301181800","MOSFTE10",2.34
"20260301181900","MOSFTE10",2.85
"20260301182000","MOSFTE10",2.93
"20260301182100","MOSFTE10",2.49
"20260301182200","MOSFTE10",2.83
"20260301182300","MOSFTE10",2.47
"20260301182400","MOSFTE10",2.41
"20260301182500","MOSFTE10",2.36
"20260301182600","MOSFTE10",2.71
"20260301182700","MOSFTE10",2.43
"20260301182800","MOSFTE10",2.41
"20260301182900","MOSFTE10",2.23
"20260301183000","MOSFTE10",2.83
"20260301183100","MOSFTE10",1.98
"20260301183200","MOSFTE10",2.74
"20260301183300","MOSFTE10",1.95
"20260301183400","MOSFTE10",2.32
"20260301183500","MOSFTE10",2.51
"20260301183600","MOSFTE10",2.16
"20260301183700","MOSFTE10",2.20
"20260301183800","MOSFTE10",2.22
"20260301183900","MOSFTE10",1.94
"20260301184000","MOSFTE10",2.28
"20260301184100","MOSFTE10",2.72
"20260301184200","MOSFTE10",1.79
"20260301184300","MOSFTE10",2.12
"20260301184400","MOSFTE10",2.56
"20260301184500","MOSFTE10",1.86
"20260301184600","MOSFTE10",2.18
"20260301184700","MOSFTE10",2.15
"20260301184800","MOSFTE10",1.88
"20260301184900","MOSFTE10",1.62
"20260301185000","MOSFTE10",2.01
"20260301185100","MOSFTE10",1.85
"20260301185200","MOSFTE10",1.87
"20260301185300","MOSFTE10",2.24
"20260301185400","MOSFTE10",2.03
"20260301185500","MOSFTE10",1.81
"20260301185600","MOSFTE10",1.85
"20260301185700","MOSFTE10",1.92
"20260301185800","MOSFTE10",1.88
"20260301185900","MOSFTE10",1.85
"20260301190000","MOSFTE10",2.16
"20260301190100","MOSFTE10",1.95
"20260301190200","MOSFTE10",1.38
"20260301190300","MOSFTE10",1.86
"20260301190400","MOSFTE10",1.64
"20260301190500","MOSFTE10",1.48
"20260301190600","MOSFTE10",1.63
"20260301190700","MOSFTE10",2.00
"20260301190800","MOSFTE10",1.56
"20260301190900","MOSFTE10",1.87
"20260301191000","MOSFTE10",1.75
"20260301191100","MOSFTE10",1.63
"20260301191200","MOSFTE10",1.88
"20260301191300","MOSFTE10",1.78
"20260301191400","MOSFTE10",1.56
"20260301191500","MOSFTE10",1.40
"20260301191600","MOSFTE10",1.68
"20260301191700","MOSFTE10",1.70
"20260301191800","MOSFTE10",1.57
"20260301191900","MOSFTE10",1.84
"20260301192000","MOSFTE10",1.80
"20260301192100","MOSFTE10",1.27
"20260301192200","MOSFTE10",1.53
"20260301192300","MOSFTE10",2.20
"20260301192400","MOSFTE10",1.62
"20260301192500","MOSFTE10",1.24
"20260301192600","MOSFTE10",1.51
"20260301192700","MOSFTE10",0.90
"20260301192800","MOSFTE10",1.65
"20260301192900","MOSFTE10",1.24
"20260301193000","MOSFTE10",1.58
"20260301193100","MOSFTE10",1.30
"20260301193200","MOSFTE10",1.37
"20260301193300","MOSFTE10",0.94
"20260301193400","MOSFTE10",1.18
"20260301193500","MOSFTE10",1.63
"20260301193600","MOSFTE10",1.37
"20260301193700","MOSFTE10",1.42
"20260301193800","MOSFTE10",1.19
"20260301193900","MOSFTE10",1.78
"20260301194000","MOSFTE10",1.34
"20260301194100","MOSFTE10",1.29
"20260301194200","MOSFTE10",1.34
"20260301194300","MOSFTE10",0.84
"20260301194400","MOSFTE10",0.91
"20260301194500","MOSFTE10",1.20
"20260301194600","MOSFTE10",1.20
"20260301194700","MOSFTE10",1.42
"20260301194800","MOSFTE10",0.68
"20260301194900","MOSFTE10",1.55
"20260301195000","MOSFTE10",1.04
"20260301195100","MOSFTE10",1.15
"20260301195200","MOSFTE10",0.80
"20260301195300","MOSFTE10",1.26
"20260301195400","MOSFTE10",0.81
"20260301195500","MOSFTE10",1.18
"20260301195600","MOSFTE10",1.11
"20260301195700","MOSFTE10",0.62
"20260301195800","MOSFTE10",1.14
"20260301195900","MOSFTE10",0.95
"20260301200000","MOSFTE10",0.71
"20260301200100","MOSFTE10",1.10
"20260301200200","MOSFTE10",0.77
"20260301200300","MOSFTE10",0.51
"20260301200400","MOSFTE10",0.95
"20260301200500","MOSFTE10",0.76
"20260301200600","MOSFTE10",0.99
"20260301200700","MOSFTE10",0.92
"20260301200800","MOSFTE10",0.91
"20260301200900","MOSFTE10",1.04
"20260301201000","MOSFTE10",1.20
"20260301201100","MOSFTE10",0.92
"20260301201200","MOSFTE10",0.85
"20260301201300","MOSFTE10",0.83
"20260301201400","MOSFTE10",0.50
"20260301201500","MOSFTE10",1.22
"20260301201600","MOSFTE10",0.81
"20260301201700","MOSFTE10",0.98
"20260301201800","MOSFTE10",0.71
"20260301201900","MOSFTE10",0.88
"20260301202000","MOSFTE10",0.65
"20260301202100","MOSFTE10",0.80
"20260301202200","MOSFTE10",0.54
"20260301202300","MOSFTE10",0.33
"20260301202400","MOSFTE10",1.00
"20260301202500","MOSFTE10",0.64
"20260301202600","MOSFTE10",0.49
"20260301202700","MOSFTE10",0.44
"20260301202800","MOSFTE10",0.58
"20260301202900","MOSFTE10",0.84
"20260301203000","MOSFTE10",0.59
"20260301203100","MOSFTE10",0.57
"20260301203200","MOSFTE10",0.30
"20260301203300","MOSFTE10",0.68
"20260301203400","MOSFTE10",0.59
"20260301203500","MOSFTE10",0.75
"20260301203600","MOSFTE10",0.50
"20260301203700","MOSFTE10",0.85
"20260301203800","MOSFTE10",0.40
"20260301203900","MOSFTE10",0.63
"20260301204000","MOSFTE10",0.86
"20260301204100","MOSFTE10",0.24
"20260301204200","MOSFTE10",0.68
"20260301204300","MOSFTE10",0.32
"20260301204400","MOSFTE10",0.71
"20260301204500","MOSFTE10",0.53
"20260301204600","MOSFTE10",0.81
"20260301204700","MOSFTE10",1.02
"20260301204800","MOSFTE10",0.61
"20260301204900","MOSFTE10",0.79
"20260301205000","MOSFTE10",0.66
"20260301205100","MOSFTE10",0.25
"20260301205200","MOSFTE10",0.53
"20260301205300","MOSFTE10",0.00
"20260301205400","MOSFTE10",0.41
"20260301205500","MOSFTE10",0.53
"20260301205600","MOSFTE10",0.89
"20260301205700","MOSFTE10",0.65
"20260301205800","MOSFTE10",0.30
"20260301205900","MOSFTE10",0.56
"20260301210000","MOSFTE10",0.31
"20260301210100","MOSFTE10",0.41
"20260301210200","MOSFTE10",0.03
"20260301210300","MOSFTE10",0.67
"20260301210400","MOSFTE10",0.11
"20260301210500","MOSFTE10",0.69
"20260301210600","MOSFTE10",0.00
"20260301210700","MOSFTE10",0.14
"20260301210800","MOSFTE10",0.24
"20260301210900","MOSFTE10",0.62
"20260301211000","MOSFTE10",0.00
"20260301211100","MOSFTE10",0.35
"20260301211200","MOSFTE10",0.50
"20260301211300","MOSFTE10",0.43
"20260301211400","MOSFTE10",0.32
"20260301211500","MOSFTE10",0.00
"20260301211600","MOSFTE10",0.42
"20260301211700","MOSFTE10",0.35
"20260301211800","MOSFTE10",0.29
"20260301211900","MOSFTE10",0.56
"20260301212000","MOSFTE10",0.14
"20260301212100","MOSFTE10",0.31
"20260301212200","MOSFTE10",0.65
"20260301212300","MOSFTE10",0.58
"20260301212400","MOSFTE10",0.19
"20260301212500","MOSFTE10",0.54
"20260301212600","MOSFTE10",0.15
"20260301212700","MOSFTE10",0.50
"20260301212800","MOSFTE10",0.45
"20260301212900","MOSFTE10",0.47
"20260301213000","MOSFTE10",0.08
"20260301213100","MOSFTE10",0.62
"20260301213200","MOSFTE10",0.00
"20260301213300","MOSFTE10",0.35
"20260301213400","MOSFTE10",0.00
"20260301213500","MOSFTE10",0.31
"20260301213600","MOSFTE10",0.43
"20260301213700","MOSFTE10",0.57
"20260301213800","MOSFTE10",0.61
"20260301213900","MOSFTE10",0.00
"20260301214000","MOSFTE10",0.00
"20260301214100","MOSFTE10",0.00
"20260301214200","MOSFTE10",0.23
"20260301214300","MOSFTE10",0.72
"20260301214400","MOSFTE10",0.58
"20260301214500","MOSFTE10",0.35
"20260301214600","MOSFTE10",0.25
"20260301214700","MOSFTE10",0.08
"20260301214800","MOSFTE10",0.37
"20260301214900","MOSFTE10",0.02
"20260301215000","MOSFTE10",0.42
"20260301215100","MOSFTE10",0.00
"20260301215200","MOSFTE10",0.30
"20260301215300","MOSFTE10",0.20
"20260301215400","MOSFTE10",0.00
"20260301215500","MOSFTE10",0.00
"20260301215600","MOSFTE10",0.17
"20260301215700","MOSFTE10",0.36
"20260301215800","MOSFTE10",0.18
"20260301215900","MOSFTE10",0.18
"20260301220000","MOSFTE10",0.09
"20260301220100","MOSFTE10",0.46
"20260301220200","MOSFTE10",0.00
"20260301220300","MOSFTE10",0.07
"20260301220400","MOSFTE10",0.00
"20260301220500","MOSFTE10",0.00
"20260301220600","MOSFTE10",0.10
"20260301220700","MOSFTE10",0.38
"20260301220800","MOSFTE10",0.00
"20260301220900","MOSFTE10",0.07
"20260301221000","MOSFTE10",0.08
"20260301221100","MOSFTE10",0.00
"20260301221200","MOSFTE10",0.10
"20260301221300","MOSFTE10",0.00
"20260301221400","MOSFTE10",0.16
"20260301221500","MOSFTE10",0.44
"20260301221600","MOSFTE10",0.02
"20260301221700","MOSFTE10",0.00
"20260301221800","MOSFTE10",0.00
"20260301221900","MOSFTE10",0.23
"20260301222000","MOSFTE10",0.10
"20260301222100","MOSFTE10",0.04
"20260301222200","MOSFTE10",0.32
"20260301222300","MOSFTE10",0.00
"20260301222400","MOSFTE10",0.22
"20260301222500","MOSFTE10",0.20
"20260301222600","MOSFTE10",0.24
"20260301222700","MOSFTE10",0.25
"20260301222800","MOSFTE10",0.39
"20260301222900","MOSFTE10",0.35
"20260301223000","MOSFTE10",0.24
"20260301223100","MOSFTE10",0.07
"20260301223200","MOSFTE10",0.00
"20260301223300","MOSFTE10",0.30
"20260301223400","MOSFTE10",0.15
"20260301223500","MOSFTE10",0.14
"20260301223600","MOSFTE10",0.00
"20260301223700","MOSFTE10",0.00
"20260301223800","MOSFTE10",0.00
"20260301223900","MOSFTE10",0.01
"20260301224000","MOSFTE10",0.22
"20260301224100","MOSFTE10",0.06
"20260301224200","MOSFTE10",0.15
"20260301224300","MOSFTE10",0.04
"20260301224400","MOSFTE10",0.17
"20260301224500","MOSFTE10",0.00
"20260301224600","MOSFTE10",0.30
"20260301224700","MOSFTE10",0.15
"20260301224800","MOSFTE10",0.00
"20260301224900","MOSFTE10",0.00
"20260301225000","MOSFTE10",0.00
"20260301225100","MOSFTE10",0.54
"20260301225200","MOSFTE10",0.06
"20260301225300","MOSFTE10",0.16
"20260301225400","MOSFTE10",0.00
"20260301225500","MOSFTE10",0.70
"20260301225600","MOSFTE10",0.08
"20260301225700","MOSFTE10",0.45
"20260301225800","MOSFTE10",0.16
"20260301225900","MOSFTE10",0.00
"20260301230000","MOSFTE10",0.00
