"datahora","objeto","valor"
"20260301171500","MOSFTE16",4.06
"20260301171600","MOSFTE16",4.25
"20260301171700","MOSFTE16",4.79
"20260301171800","MOSFTE16",4.63
"20260301171900","MOSFTE16",3.92
"20260301172000","MOSFTE16",4.56
"20260301172100","MOSFTE16",4.78
"20260301172200","MOSFTE16",4.06
"20260301172300","MOSFTE16",4.57
"20260301172400","MOSFTE16",4.50
"20260301172500","MOSFTE16",4.39
"20260301172600","MOSFTE16",3.96
"20260301172700","MOSFTE16",4.49
"20260301172800","MOSFTE16",4.26
"20260301172900","MOSFTE16",4.12
"20260301173000","MOSFTE16",4.02
"20260301173100","MOSFTE16",3.92
"20260301173200","MOSFTE16",4.04
"20260301173300","MOSFTE16",3.93
"20260301173400","MOSFTE16",4.45
"20260301173500","MOSFTE16",3.94
"20260301173600","MOSFTE16",3.86
"20260301173700","MOSFTE16",3.52
"20260301173800","MOSFTE16",4.28
"20260301173900","MOSFTE16",3.70
"20260301174000","MOSFTE16",4.27
"20260301174100","MOSFTE16",3.22
"20260301174200","MOSFTE16",3.65
"20260301174300","MOSFTE16",3.77
"20260301174400","MOSFTE16",3.88
"20260301174500","MOSFTE16",3.99
"20260301174600","MOSFTE16",3.78
"20260301174700","MOSFTE16",3.79
"20260301174800","MOSFTE16",3.46
"20260301174900","MOSFTE16",3.86
"20260301175000","MOSFTE16",3.41
"20260301175100","MOSFTE16",3.71
"20260301175200","MOSFTE16",3.47
"20260301175300","MOSFTE16",3.53
"20260301175400","MOSFTE16",3.55
"20260301175500","MOSFTE16",3.76
"20260301175600","MOSFTE16",3.09
"20260301175700","MOSFTE16",3.45
"20260301175800","MOSFTE16",3.26
"20260301175900","MOSFTE16",3.83
"20260301180000","MOSFTE16",3.18
"20260301180100","MOSFTE16",3.04
"20260301180200","MOSFTE16",3.13
"20260301180300","MOSFTE16",2.83
"20260301180400","MOSFTE16",3.40
"20260301180500","MOSFTE16",2.99
"20260301180600","MOSFTE16",3.39
"20260301180700","MOSFTE16",3.17
"20260301180800","MOSFTE16",3.29
"20260301180900","MOSFTE16",2.52
"20260301181000","MOSFTE16",2.77
"20260301181100","MOSFTE16",2.99
"20260301181200","MOSFTE16",3.11
"20260301181300","MOSFTE16",2.99
"20260301181400","MOSFTE16",2.79
"20260301181500","MOSFTE16",2.99
"20260301181600","MOSFTE16",2.42
"20260301181700","MOSFTE16",2.66
"20260301181800","MOSFTE16",3.02
"20260301181900","MOSFTE16",2.90
"20260301182000","MOSFTE16",2.49
"20260301182100","MOSFTE16",2.91
"20260301182200","MOSFTE16",2.66
"20260301182300","MOSFTE16",2.75
"20260301182400","MOSFTE16",2.63
"20260301182500","MOSFTE16",2.88
"20260301182600","MOSFTE16",2.21
"20260301182700","MOSFTE16",2.81
"20260301182800","MOSFTE16",2.59
"20260301182900","MOSFTE16",2.94
"20260301183000","MOSFTE16",2.53
"20260301183100","MOSFTE16",2.29
"20260301183200","MOSFTE16",2.33
"20260301183300","MOSFTE16",2.21
"20260301183400","MOSFTE16",2.25
"20260301183500","MOSFTE16",2.43
"20260301183600","MOSFTE16",2.57
"20260301183700","MOSFTE16",2.32
"20260301183800","MOSFTE16",1.86
"20260301183900","MOSFTE16",2.04
"20260301184000","MOSFTE16",2.16
"20260301184100","MOSFTE16",2.91
"20260301184200","MOSFTE16",1.88
"20260301184300","MOSFTE16",2.41
"20260301184400","MOSFTE16",1.93
"20260301184500","MOSFTE16",2.12
"20260301184600","MOSFTE16",2.30
"20260301184700","MOSFTE16",2.31
"20260301184800","MOSFTE16",1.96
"20260301184900","MOSFTE16",2.48
"20260301185000","MOSFTE16",2.48
"20260301185100","MOSFTE16",1.84
"20260301185200","MOSFTE16",2.28
"20260301185300","MOSFTE16",2.20
"20260301185400","MOSFTE16",2.07
"20260301185500","MOSFTE16",1.74
"20260301185600","MOSFTE16",1.94
"20260301185700","MOSFTE16",1.52
"20260301185800","MOSFTE16",1.95
"20260301185900","MOSFTE16",1.70
"20260301190000","MOSFTE16",1.75
"20260301190100","MOSFTE16",2.13
"20260301190200","MOSFTE16",1.52
"20260301190300","MOSFTE16",1.29
"20260301190400","MOSFTE16",1.76
"20260301190500","MOSFTE16",1.43
"20260301190600","MOSFTE16",1.79
"20260301190700","MOSFTE16",1.57
"20260301190800","MOSFTE16",1.86
"20260301190900","MOSFTE16",2.07
"20260301191000","MOSFTE16",1.44
"20260301191100","MOSFTE16",1.52
"20260301191200","MOSFTE16",1.71
"20260301191300","MOSFTE16",1.59
"20260301191400","MOSFTE16",1.49
"20260301191500","MOSFTE16",1.16
"20260301191600","MOSFTE16",1.45
"20260301191700","MOSFTE16",1.60
"20260301191800","MOSFTE16",1.21
"20260301191900","MOSFTE16",1.48
"20260301192000","MOSFTE16",1.93
"20260301192100","MOSFTE16",1.58
"20260301192200","MOSFTE16",1.99
"20260301192300","MOSFTE16",1.89
"20260301192400","MOSFTE16",1.49
"20260301192500","MOSFTE16",1.57
"20260301192600","MOSFTE16",1.05
"20260301192700","MOSFTE16",1.57
"20260301192800","MOSFTE16",1.20
"20260301192900","MOSFTE16",1.79
"20260301193000","MOSFTE16",1.72
"20260301193100","MOSFTE16",0.98
"20260301193200","MOSFTE16",1.09
"20260301193300","MOSFTE16",1.35
"20260301193400","MOSFTE16",1.75
"20260301193500","MOSFTE16",1.41
"20260301193600","MOSFTE16",1.27
"20260301193700","MOSFTE16",1.34
"20260301193800","MOSFTE16",1.33
"20260301193900","MOSFTE16",0.92
"20260301194000","MOSFTE16",1.38
"20260301194100","MOSFTE16",1.11
"20260301194200","MOSFTE16",1.08
"20260301194300","MOSFTE16",1.16
"20260301194400","MOSFTE16",0.88
"20260301194500","MOSFTE16",1.15
"20260301194600","MOSFTE16",1.53
"20260301194700","MOSFTE16",0.74
"20260301194800","MOSFTE16",1.40
"20260301194900","MOSFTE16",0.58
"20260301195000","MOSFTE16",0.94
"20260301195100","MOSFTE16",1.32
"20260301195200","MOSFTE16",0.79
"20260301195300","MOSFTE16",1.28
"20260301195400","MOSFTE16",1.03
"20260301195500","MOSFTE16",0.87
"20260301195600","MOSFTE16",0.67
"20260301195700","MOSFTE16",1.08
"20260301195800","MOSFTE16",1.41
"20260301195900","MOSFTE16",1.21
"20260301200000","MOSFTE16",1.16
"20260301200100","MOSFTE16",0.72
"20260301200200","MOSFTE16",0.48
"20260301200300","MOSFTE16",0.67
"20260301200400","MOSFTE16",0.75
"20260301200500","MOSFTE16",0.48
"20260301200600","MOSFTE16",1.29
"20260301200700","MOSFTE16",1.25
"20260301200800","MOSFTE16",1.12
"20260301200900","MOSFTE16",1.00
"20260301201000","MOSFTE16",0.88
"20260301201100","MOSFTE16",0.64
"20260301201200","MOSFTE16",0.79
"20260301201300","MOSFTE16",0.75
"20260301201400","MOSFTE16",0.63
"20260301201500","MOSFTE16",1.10
"20260301201600","MOSFTE16",0.85
"20260301201700","MOSFTE16",0.53
"20260301201800","MOSFTE16",0.46
"20260301201900","MOSFTE16",0.45
"20260301202000","MOSFTE16",0.50
"20260301202100","MOSFTE16",0.56
"20260301202200","MOSFTE16",0.27
"20260301202300","MOSFTE16",1.06
"20260301202400","MOSFTE16",0.50
"20260301202500","MOSFTE16",1.06
"20260301202600","MOSFTE16",1.15
"20260301202700","MOSFTE16",0.38
"20260301202800","MOSFTE16",0.46
"20260301202900","MOSFTE16",0.65
"20260301203000","MOSFTE16",1.01
"20260301203100","MOSFTE16",0.35
"20260301203200","MOSFTE16",0.80
"20260301203300","MOSFTE16",0.57
"20260301203400","MOSFTE16",0.79
"20260301203500","MOSFTE16",0.67
"20260301203600","MOSFTE16",0.84
"20260301203700","MOSFTE16",0.96
"20260301203800","MOSFTE16",0.83
"20260301203900","MOSFTE16",0.64
"20260301204000","MOSFTE16",0.06
"20260301204100","MOSFTE16",0.64
"20260301204200","MOSFTE16",0.82
"20260301204300","MOSFTE16",0.65
"20260301204400","MOSFTE16",0.41
"20260301204500","MOSFTE16",0.58
"20260301204600","MOSFTE16",0.05
"20260301204700","MOSFTE16",0.57
"20260301204800","MOSFTE16",0.65
"20260301204900","MOSFTE16",0.64
"20260301205000","MOSFTE16",0.34
"20260301205100","MOSFTE16",0.53
"20260301205200","MOSFTE16",0.61
"20260301205300","MOSFTE16",0.17
"20260301205400","MOSFTE16",0.53
"20260301205500","MOSFTE16",0.32
"20260301205600","MOSFTE16",0.98
"20260301205700","MOSFTE16",0.72
"20260301205800","MOSFTE16",0.21
"20260301205900","MOSFTE16",0.83
"20260301210000","MOSFTE16",0.28
"20260301210100","MOSFTE16",0.41
"20260301210200","MOSFTE16",0.44
"20260301210300","MOSFTE16",0.47
"20260301210400","MOSFTE16",0.73
"20260301210500","MOSFTE16",0.30
"20260301210600","MOSFTE16",0.40
"20260301210700","MOSFTE16",0.10
"20260301210800","MOSFTE16",0.44
"20260301210900","MOSFTE16",0.40
"20260301211000","MOSFTE16",0.04
"20260301211100","MOSFTE16",0.09
"20260301211200","MOSFTE16",0.03
"20260301211300","MOSFTE16",0.04
"20260301211400","MOSFTE16",0.48
"20260301211500","MOSFTE16",0.21
"20260301211600","MOSFTE16",0.85
"20260301211700","MOSFTE16",0.43
"20260301211800","MOSFTE16",0.33
"20260301211900","MOSFTE16",0.63
"20260301212000","MOSFTE16",0.29
"20260301212100","MOSFTE16",0.09
"20260301212200","MOSFTE16",0.54
"20260301212300","MOSFTE16",0.11
"20260301212400","MOSFTE16",0.00
"20260301212500","MOSFTE16",1.01
"20260301212600","MOSFTE16",0.19
"20260301212700","MOSFTE16",0.72
"20260301212800","MOSFTE16",0.21
"20260301212900","MOSFTE16",0.52
"20260301213000","MOSFTE16",0.25
"20260301213100","MOSFTE16",0.42
"20260301213200","MOSFTE16",0.01
"20260301213300","MOSFTE16",0.36
"20260301213400","MOSFTE16",0.53
"20260301213500","MOSFTE16",0.15
"20260301213600","MOSFTE16",0.61
"20260301213700","MOSFTE16",0.00
"20260301213800","MOSFTE16",0.29
"20260301213900","MOSFTE16",0.30
"20260301214000","MOSFTE16",0.00
"20260301214100","MOSFTE16",0.05
"20260301214200","MOSFTE16",0.24
"20260301214300","MOSFTE16",0.36
"20260301214400","MOSFTE16",0.60
"20260301214500","MOSFTE16",0.09
"20260301214600","MOSFTE16",0.20
"20260301214700","MOSFTE16",0.00
"20260301214800","MOSFTE16",0.32
"20260301214900","MOSFTE16",0.00
"20260301215000","MOSFTE16",0.41
"20260301215100","MOSFTE16",0.19
"20260301215200","MOSFTE16",0.51
"20260301215300","MOSFTE16",0.32
"20260301215400","MOSFTE16",0.37
"20260301215500","MOSFTE16",0.45
"20260301215600","MOSFTE16",0.00
"20260301215700","MOSFTE16",0.34
"20260301215800","MOSFTE16",0.15
"20260301215900","MOSFTE16",0.13
"20260301220000","MOSFTE16",0.00
"20260301220100","MOSFTE16",0.04
"20260301220200","MOSFTE16",0.12
"20260301220300","MOSFTE16",0.00
"20260301220400","MOSFTE16",0.40
"20260301220500","MOSFTE16",0.00
"20260301220600","MOSFTE16",0.36
"20260301220700","MOSFTE16",0.07
"20260301220800","MOSFTE16",0.07
"20260301220900","MOSFTE16",0.38
"20260301221000","MOSFTE16",0.00
"20260301221100","MOSFTE16",0.10
"20260301221200","MOSFTE16",0.16
"20260301221300","MOSFTE16",0.00
"20260301221400","MOSFTE16",0.08
"20260301221500","MOSFTE16",0.00
"20260301221600","MOSFTE16",0.00
"20260301221700","MOSFTE16",0.37
"20260301221800","MOSFTE16",0.00
"20260301221900","MOSFTE16",0.01
"20260301222000","MOSFTE16",0.29
"20260301222100","MOSFTE16",0.10
"20260301222200","MOSFTE16",0.00
"20260301222300","MOSFTE16",0.23
"20260301222400","MOSFTE16",0.00
"20260301222500","MOSFTE16",0.01
"20260301222600","MOSFTE16",0.07
"20260301222700","MOSFTE16",0.28
"20260301222800","MOSFTE16",0.27
"20260301222900","MOSFTE16",0.05
"20260301223000","MOSFTE16",0.59
"20260301223100","MOSFTE16",0.00
"20260301223200","MOSFTE16",0.18
"20260301223300","MOSFTE16",0.00
"20260301223400","MOSFTE16",0.00
"20260301223500","MOSFTE16",0.00
"20260301223600","MOSFTE16",0.00
"20260301223700","MOSFTE16",0.41
"20260301223800","MOSFTE16",0.11
"20260301223900","MOSFTE16",0.57
"20260301224000","MOSFTE16",0.17
"20260301224100","MOSFTE16",0.03
"20260301224200","MOSFTE16",0.00
"20260301224300","MOSFTE16",0.07
"20260301224400","MOSFTE16",0.51
"20260301224500","MOSFTE16",0.00
"20260301224600","MOSFTE16",0.00
"20260301224700","MOSFTE16",0.04
"20260301224800","MOSFTE16",0.00
"20260301224900","MOSFTE16",0.33
"20260301225000","MOSFTE16",0.00
"20260301225100","MOSFTE16",0.00
"20260301225200","MOSFTE16",0.00
"20260301225300","MOSFTE16",0.00
"20260301225400","MOSFTE16",0.21
"20260301225500","MOSFTE16",0.33
"20260301225600","MOSFTE16",0.11
"20260301225700","MOSFTE16",0.00
"20260301225800","MOSFTE16",0.10
"20260301225900","MOSFTE16",0.05
"20260301230000","MOSFTE16",0.54
