"datahora","objeto","valor"
"20260301193300","STAX3",31.54
"20260301193400","STAX3",32.77
"20260301193500","STAX3",32.40
"20260301193600","STAX3",35.20
"20260301193700","STAX3",35.93
"20260301193800","STAX3",30.79
"20260301193900","STAX3",33.13
"20260301194000","STAX3",33.29
"20260301194100","STAX3",33.84
"20260301194200","STAX3",34.17
"20260301194300","STAX3",35.22
"20260301194400","STAX3",34.78
"20260301194500","STAX3",30.31
"20260301194600","STAX3",33.11
"20260301194700","STAX3",34.83
"20260301194800","STAX3",34.24
"20260301194900","STAX3",33.40
"20260301195000","STAX3",32.41
"20260301195100","STAX3",32.16
"20260301195200","STAX3",35.05
"20260301195300","STAX3",34.38
"20260301195400","STAX3",36.10
"20260301195500","STAX3",35.46
"20260301195600","STAX3",33.45
"20260301195700","STAX3",36.91
"20260301195800","STAX3",31.79
"20260301195900","STAX3",32.56
"20260301200000","STAX3",35.89
"20260301200100","STAX3",36.26
"20260301200200","STAX3",34.85
"20260301200300","STAX3",34.34
"20260301200400","STAX3",36.98
"20260301200500","STAX3",36.72
"20260301200600","STAX3",35.11
"20260301200700","STAX3",33.80
"20260301200800","STAX3",33.83
"20260301200900","STAX3",36.64
"20260301201000","STAX3",31.92
"20260301201100","STAX3",33.09
"20260301201200","STAX3",36.44
"20260301201300","STAX3",34.16
"20260301201400","STAX3",36.57
"20260301201500","STAX3",36.59
"20260301201600","STAX3",35.92
"20260301201700","STAX3",36.96
"20260301201800","STAX3",37.16
"20260301201900","STAX3",37.51
"20260301202000","STAX3",36.74
"20260301202100","STAX3",33.94
"20260301202200","STAX3",34.18
"20260301202300","STAX3",34.94
"20260301202400","STAX3",33.65
"20260301202500","STAX3",35.40
"20260301202600","STAX3",37.46
"20260301202700","STAX3",37.21
"20260301202800","STAX3",36.19
"20260301202900","STAX3",36.96
"20260301203000","STAX3",36.60
"20260301203100","STAX3",37.71
"20260301203200","STAX3",36.88
"20260301203300","STAX3",37.33
"20260301203400","STAX3",38.79
"20260301203500","STAX3",35.74
"20260301203600","STAX3",39.80
"20260301203700","STAX3",35.65
"20260301203800","STAX3",38.47
"20260301203900","STAX3",35.62
"20260301204000","STAX3",37.74
"20260301204100","STAX3",36.00
"20260301204200","STAX3",35.55
"20260301204300","STAX3",35.82
"20260301204400","STAX3",34.56
"20260301204500","STAX3",37.78
"20260301204600","STAX3",37.02
"20260301204700","STAX3",37.89
"20260301204800","STAX3",38.30
"20260301204900","STAX3",38.24
"20260301205000","STAX3",36.80
"20260301205100","STAX3",35.97
"20260301205200","STAX3",37.58
"20260301205300","STAX3",36.75
"20260301205400","STAX3",36.90
"20260301205500","STAX3",37.98
"20260301205600","STAX3",37.67
"20260301205700","STAX3",39.12
"20260301205800","STAX3",36.08
"20260301205900","STAX3",37.91
"20260301210000","STAX3",36.70
"20260301210100","STAX3",42.04
"20260301210200","STAX3",38.93
"20260301210300","STAX3",39.32
"20260301210400","STAX3",37.21
"20260301210500","STAX3",38.11
"20260301210600","STAX3",36.94
"20260301210700","STAX3",39.74
"20260301210800","STAX3",37.76
"20260301210900","STAX3",38.77
"20260301211000","STAX3",39.53
"20260301211100","STAX3",36.73
"20260301211200","STAX3",39.35
"20260301211300","STAX3",39.55
"20260301211400","STAX3",41.43
"20260301211500","STAX3",39.72
"20260301211600","STAX3",40.61
"20260301211700","STAX3",40.51
"20260301211800","STAX3",38.18
"20260301211900","STAX3",37.56
"20260301212000","STAX3",39.34
"20260301212100","STAX3",40.01
"20260301212200","STAX3",38.21
"20260301212300","STAX3",37.72
"20260301212400","STAX3",37.91
"20260301212500","STAX3",39.93
"20260301212600","STAX3",37.31
"20260301212700","STAX3",38.38
"20260301212800","STAX3",36.63
"20260301212900","STAX3",37.62
"20260301213000","STAX3",41.50
"20260301213100","STAX3",41.36
"20260301213200","STAX3",39.31
"20260301213300","STAX3",40.92
"20260301213400","STAX3",41.39
"20260301213500","STAX3",40.58
"20260301213600","STAX3",42.75
"20260301213700","STAX3",41.11
"20260301213800","STAX3",40.29
"20260301213900","STAX3",40.97
"20260301214000","STAX3",40.43
"20260301214100","STAX3",40.66
"20260301214200","STAX3",41.04
"20260301214300","STAX3",40.15
"20260301214400","STAX3",38.90
"20260301214500","STAX3",41.99
"20260301214600","STAX3",39.81
"20260301214700","STAX3",39.94
"20260301214800","STAX3",42.80
"20260301214900","STAX3",40.64
"20260301215000","STAX3",40.22
"20260301215100","STAX3",40.28
"20260301215200","STAX3",39.70
"20260301215300","STAX3",41.09
"20260301215400","STAX3",40.01
"20260301215500","STAX3",41.38
"20260301215600","STAX3",42.75
"20260301215700","STAX3",41.03
"20260301215800","STAX3",37.58
"20260301215900","STAX3",39.83
"20260301220000","STAX3",42.40
"20260301220100","STAX3",43.52
"20260301220200","STAX3",42.22
"20260301220300","STAX3",38.11
"20260301220400","STAX3",42.61
"20260301220500","STAX3",42.04
"20260301220600","STAX3",39.50
"20260301220700","STAX3",42.29
"20260301220800","STAX3",43.30
"20260301220900","STAX3",42.59
"20260301221000","STAX3",43.22
"20260301221100","STAX3",39.72
"20260301221200","STAX3",39.60
"20260301221300","STAX3",40.68
"20260301221400","STAX3",41.67
"20260301221500","STAX3",41.29
"20260301221600","STAX3",41.34
"20260301221700","STAX3",41.58
"20260301221800","STAX3",38.59
"20260301221900","STAX3",40.30
"20260301222000","STAX3",44.33
"20260301222100","STAX3",42.34
"20260301222200","STAX3",42.70
"20260301222300","STAX3",41.22
"20260301222400","STAX3",42.72
"20260301222500","STAX3",41.81
"20260301222600","STAX3",42.02
"20260301222700","STAX3",42.78
"20260301222800","STAX3",45.00
"20260301222900","STAX3",41.55
"20260301223000","STAX3",41.83
"20260301223100","STAX3",40.80
"20260301223200","STAX3",40.78
"20260301223300","STAX3",39.73
"20260301223400","STAX3",42.01
"20260301223500","STAX3",45.00
"20260301223600","STAX3",42.41
"20260301223700","STAX3",41.25
"20260301223800","STAX3",43.62
"20260301223900","STAX3",40.42
"20260301224000","STAX3",42.12
"20260301224100","STAX3",43.21
"20260301224200","STAX3",43.36
"20260301224300","STAX3",42.12
"20260301224400","STAX3",42.03
"20260301224500","STAX3",43.21
"20260301224600","STAX3",42.28
"20260301224700","STAX3",42.52
"20260301224800","STAX3",42.78
"20260301224900","STAX3",44.30
"20260301225000","STAX3",44.21
"20260301225100","STAX3",42.58
"20260301225200","STAX3",42.80
"20260301225300","STAX3",42.68
"20260301225400","STAX3",41.93
"20260301225500","STAX3",43.41
"20260301225600","STAX3",44.02
"20260301225700","STAX3",42.06
"20260301225800","STAX3",42.73
"20260301225900","STAX3",42.54
"20260301230000","STAX3",41.05
